序号,时间,温度CH1,温度CH2,温度CH3,温度CH4,温度CH5,温度CH6,温度CH7
1,2025/01/02 13:43:57.122,271.39,272.60,273.40,274.33,272.48,272.19,272.77
2,2025/01/02 13:43:58.891,271.40,272.55,273.41,274.34,272.52,272.23,272.73
3,2025/01/02 13:44:00.647,271.36,272.58,273.39,274.35,272.53,272.28,272.73
4,2025/01/02 13:44:02.401,271.45,272.56,273.36,274.35,272.57,272.26,272.77
5,2025/01/02 13:44:04.172,271.50,272.56,273.33,274.37,272.58,272.20,272.80
6,2025/01/02 13:44:05.926,271.51,272.55,273.36,274.38,272.54,272.25,272.78
7,2025/01/02 13:44:07.695,271.53,272.53,273.35,274.40,272.50,272.28,272.80
8,2025/01/02 13:44:09.451,271.48,272.52,273.34,274.36,272.48,272.24,272.78
9,2025/01/02 13:44:11.205,271.44,272.52,273.34,274.35,272.52,272.23,272.76
10,2025/01/02 13:44:12.961,271.42,272.56,273.33,274.36,272.50,272.21,272.71
11,2025/01/02 13:44:14.714,271.35,272.59,273.34,274.36,272.55,272.22,272.75
12,2025/01/02 13:44:16.482,271.34,272.58,273.38,274.34,272.55,272.25,272.75
13,2025/01/02 13:44:18.237,271.35,272.58,273.38,274.35,272.57,272.26,272.78
14,2025/01/02 13:44:19.991,271.40,272.56,273.38,274.33,272.52,272.28,272.80
15,2025/01/02 13:44:21.759,271.42,272.53,273.30,274.35,272.53,272.25,272.80
16,2025/01/02 13:44:23.513,271.49,272.52,273.31,274.39,272.55,272.23,272.76
17,2025/01/02 13:44:25.267,271.50,272.53,273.31,274.38,272.52,272.23,272.74
18,2025/01/02 13:44:27.020,271.50,272.54,273.32,274.33,272.51,272.21,272.75
19,2025/01/02 13:44:28.787,271.47,272.54,273.37,274.31,272.49,272.23,272.71
20,2025/01/02 13:44:30.539,271.41,272.54,273.35,274.37,272.49,272.21,272.78
21,2025/01/02 13:44:32.310,271.30,272.56,273.33,274.34,272.49,272.23,272.75
22,2025/01/02 13:44:34.067,271.37,272.54,273.40,274.35,272.54,272.24,272.72
23,2025/01/02 13:44:35.820,271.36,272.57,273.39,274.32,272.58,272.25,272.72
24,2025/01/02 13:44:37.574,271.39,272.57,273.35,274.33,272.54,272.23,272.70
25,2025/01/02 13:44:39.343,271.35,272.52,273.34,274.30,272.56,272.22,272.73
26,2025/01/02 13:44:41.097,271.43,272.52,273.35,274.35,272.49,272.23,272.71
27,2025/01/02 13:44:42.853,271.45,272.55,273.33,274.33,272.48,272.30,272.73
28,2025/01/02 13:44:44.620,271.44,272.55,273.37,274.35,272.48,272.28,272.77
29,2025/01/02 13:44:46.373,271.44,272.54,273.38,274.36,272.53,272.28,272.77
30,2025/01/02 13:44:48.127,271.44,272.53,273.36,274.36,272.55,272.25,272.75
31,2025/01/02 13:44:49.896,271.37,272.52,273.37,274.35,272.58,272.25,272.76
32,2025/01/02 13:44:51.651,271.38,272.54,273.31,274.34,272.56,272.23,272.78
33,2025/01/02 13:44:53.403,271.35,272.54,273.30,274.29,272.52,272.26,272.71
34,2025/01/02 13:44:55.173,271.36,272.54,273.28,274.29,272.52,272.29,272.72
