序号,时间,温度CH1,温度CH2,温度CH3,温度CH4,温度CH5,温度CH6,温度CH7
115,2025/01/22 16:25:47.130,150.80,150.88,150.96,151.46,150.94,149.88,151.15
116,2025/01/22 16:25:48.897,150.81,150.90,150.97,151.49,150.96,149.85,151.16
117,2025/01/22 16:25:50.647,150.80,150.91,150.95,151.47,150.96,149.85,151.16
118,2025/01/22 16:25:52.413,150.81,150.89,150.97,151.45,150.94,149.88,151.15
119,2025/01/22 16:25:54.165,150.79,150.89,150.99,151.45,150.94,149.87,151.12
120,2025/01/22 16:25:55.933,150.82,150.88,151.00,151.44,150.92,149.91,151.14
121,2025/01/22 16:25:57.684,150.80,150.90,150.94,151.42,150.92,149.91,151.16
122,2025/01/22 16:25:59.451,150.78,150.91,150.94,151.47,150.97,149.86,151.14
123,2025/01/22 16:26:01.202,150.77,150.93,150.95,151.47,150.95,149.84,151.14
124,2025/01/22 16:26:02.969,150.78,150.94,150.94,151.48,150.95,149.81,151.15
125,2025/01/22 16:26:04.719,150.79,150.90,150.97,151.45,150.91,149.83,151.14
126,2025/01/22 16:26:06.485,150.80,150.90,150.94,151.42,150.93,149.82,151.17
127,2025/01/22 16:26:08.239,150.77,150.90,150.95,151.41,150.94,149.85,151.15
128,2025/01/22 16:26:10.006,150.82,150.92,150.93,151.44,150.94,149.86,151.13
129,2025/01/22 16:26:11.759,150.86,150.91,150.96,151.44,150.98,149.86,151.13
130,2025/01/22 16:26:13.525,150.87,150.94,150.94,151.45,150.97,149.87,151.18
131,2025/01/22 16:26:15.275,150.84,150.93,150.95,151.48,150.95,149.88,151.14
132,2025/01/22 16:26:17.028,150.85,150.92,150.97,151.48,150.98,149.86,151.15
133,2025/01/22 16:26:18.794,150.81,150.92,150.96,151.43,150.97,149.84,151.17
134,2025/01/22 16:26:20.546,150.81,150.89,150.94,151.46,150.99,149.81,151.13
135,2025/01/22 16:26:22.313,150.77,150.89,150.92,151.44,150.98,149.78,151.14
136,2025/01/22 16:26:24.079,150.77,150.89,150.93,151.43,150.97,149.83,151.13
137,2025/01/22 16:26:25.830,150.79,150.88,150.94,151.47,150.94,149.88,151.18
138,2025/01/22 16:26:27.596,150.82,150.88,150.96,151.48,150.93,149.85,151.15
139,2025/01/22 16:26:29.347,150.85,150.87,150.95,151.42,150.93,149.83,151.16
140,2025/01/22 16:26:31.114,150.86,150.93,150.97,151.45,150.93,149.86,151.16
141,2025/01/22 16:26:32.868,150.82,150.91,150.92,151.44,150.98,149.86,151.15
142,2025/01/22 16:26:34.620,150.80,150.93,150.93,151.46,150.98,149.84,151.14
143,2025/01/22 16:26:36.389,150.78,150.91,150.95,151.49,150.96,149.86,151.12
144,2025/01/22 16:26:38.142,150.77,150.92,150.93,151.43,150.92,149.87,151.13
145,2025/01/22 16:26:39.910,150.82,150.92,150.96,151.43,150.90,149.89,151.12
146,2025/01/22 16:26:41.662,150.83,150.90,150.96,151.45,150.91,149.84,151.13
147,2025/01/22 16:26:43.414,150.84,150.89,150.99,151.42,150.91,149.86,151.15
148,2025/01/22 16:26:45.183,150.86,150.86,150.97,151.47,150.92,149.85,151.13
149,2025/01/22 16:26:46.935,150.86,150.86,150.94,151.44,150.95,149.80,151.13
150,2025/01/22 16:26:48.687,150.82,150.86,150.92,151.41,150.95,149.77,151.14
151,2025/01/22 16:26:50.455,150.74,150.86,150.92,151.39,150.96,149.80,151.13
152,2025/01/22 16:26:52.207,150.71,150.88,150.94,151.44,150.95,149.84,151.16
153,2025/01/22 16:26:53.975,150.74,150.90,150.96,151.47,150.98,149.89,151.15
154,2025/01/22 16:26:55.727,150.81,150.89,150.99,151.49,150.98,149.89,151.15
155,2025/01/22 16:26:57.480,150.87,150.90,150.98,151.48,150.93,149.89,151.11
156,2025/01/22 16:26:59.248,150.89,150.90,150.95,151.45,150.91,149.85,151.09
157,2025/01/22 16:27:01.001,150.87,150.89,150.90,151.43,150.95,149.85,151.11
158,2025/01/22 16:27:02.753,150.84,150.90,150.89,151.46,150.97,149.84,151.15
159,2025/01/22 16:27:04.523,150.83,150.91,150.92,151.48,150.97,149.80,151.16
160,2025/01/22 16:27:06.275,150.82,150.88,150.95,151.47,150.95,149.80,151.12
161,2025/01/22 16:27:08.043,150.79,150.91,150.98,151.42,150.92,149.83,151.12
162,2025/01/22 16:27:09.795,150.78,150.90,150.97,151.42,150.92,149.85,151.14
163,2025/01/22 16:27:11.549,150.78,150.92,150.97,151.47,150.92,149.86,151.15
164,2025/01/22 16:27:13.316,150.80,150.91,150.95,151.44,150.93,149.87,151.14
165,2025/01/22 16:27:15.068,150.83,150.91,150.95,151.45,150.94,149.88,151.10
166,2025/01/22 16:27:16.836,150.84,150.89,150.97,151.46,150.96,149.87,151.11
167,2025/01/22 16:27:18.589,150.83,150.88,150.95,151.39,150.96,149.85,151.13
168,2025/01/22 16:27:20.355,150.81,150.87,150.93,151.41,150.94,149.85,151.18
169,2025/01/22 16:27:22.108,150.77,150.87,150.91,151.46,150.91,149.83,151.15
170,2025/01/22 16:27:23.860,150.75,150.84,150.93,151.43,150.95,149.85,151.12
171,2025/01/22 16:27:25.629,150.73,150.87,150.93,151.44,150.96,149.85,151.14
172,2025/01/22 16:27:27.381,150.75,150.85,150.91,151.46,150.97,149.83,151.15
173,2025/01/22 16:27:29.149,150.77,150.88,150.93,151.45,150.99,149.83,151.16
174,2025/01/22 16:27:30.901,150.81,150.88,150.96,151.44,150.99,149.82,151.18
175,2025/01/22 16:27:32.669,150.83,150.91,150.97,151.44,150.99,149.81,151.17
176,2025/01/22 16:27:34.420,150.84,150.91,150.95,151.46,150.94,149.81,151.15
177,2025/01/22 16:27:36.186,150.85,150.90,150.93,151.47,150.94,149.86,151.14
178,2025/01/22 16:27:37.938,150.84,150.89,150.94,151.48,150.96,149.90,151.16
179,2025/01/22 16:27:39.690,150.81,150.90,150.95,151.46,150.97,149.90,151.19
180,2025/01/22 16:27:41.457,150.79,150.94,150.96,151.46,150.94,149.93,151.18
181,2025/01/22 16:27:43.210,150.80,150.92,150.96,151.42,150.91,149.91,151.21
182,2025/01/22 16:27:44.977,150.80,150.91,151.00,151.43,150.95,149.87,151.12
183,2025/01/22 16:27:46.729,150.80,150.90,150.95,151.41,150.98,149.84,151.11
184,2025/01/22 16:27:48.496,150.83,150.90,150.92,151.44,150.99,149.83,151.11
185,2025/01/22 16:27:50.250,150.79,150.88,150.92,151.45,150.94,149.84,151.15
186,2025/01/22 16:27:52.002,150.75,150.90,150.93,151.45,150.93,149.82,151.15
187,2025/01/22 16:27:53.770,150.74,150.91,150.91,151.42,150.92,149.84,151.13
188,2025/01/22 16:27:55.522,150.78,150.90,150.92,151.45,150.94,149.86,151.12
189,2025/01/22 16:27:57.289,150.81,150.90,150.93,151.44,150.94,149.84,151.12
190,2025/01/22 16:27:59.040,150.85,150.89,150.92,151.44,150.95,149.81,151.14
191,2025/01/22 16:28:00.809,150.87,150.85,150.90,151.42,150.96,149.83,151.11
192,2025/01/22 16:28:02.561,150.90,150.89,150.95,151.44,150.96,149.81,151.10
193,2025/01/22 16:28:04.329,150.83,150.95,151.01,151.48,150.96,149.85,151.13
194,2025/01/22 16:28:06.081,150.78,150.95,150.99,151.45,150.97,149.86,151.20
195,2025/01/22 16:28:07.834,150.76,150.90,150.97,151.44,150.97,149.87,151.16
196,2025/01/22 16:28:09.602,150.72,150.85,150.91,151.42,150.92,149.81,151.14
197,2025/01/22 16:28:11.354,150.71,150.83,150.93,151.42,150.92,149.78,151.08
198,2025/01/22 16:28:13.123,150.73,150.85,150.91,151.39,150.90,149.79,151.10
199,2025/01/22 16:28:14.874,150.75,150.88,150.94,151.38,150.90,149.81,151.06
200,2025/01/22 16:28:16.627,150.77,150.88,150.91,151.37,150.94,149.82,151.13
201,2025/01/22 16:28:18.394,150.76,150.90,150.93,151.42,150.96,149.84,151.13
202,2025/01/22 16:28:20.147,150.78,150.90,150.96,151.52,150.95,149.84,151.18
203,2025/01/22 16:28:21.915,150.82,150.91,150.93,151.48,150.94,149.86,151.16
204,2025/01/22 16:28:23.668,150.81,150.89,150.95,151.43,150.95,149.88,151.18
205,2025/01/22 16:28:25.435,150.83,150.89,150.95,151.45,150.93,149.87,151.20
206,2025/01/22 16:28:27.188,150.81,150.91,150.92,151.44,150.94,149.82,151.17
207,2025/01/22 16:28:28.940,150.82,150.92,150.93,151.44,150.95,149.82,151.16
208,2025/01/22 16:28:30.706,150.80,150.93,150.93,151.43,150.92,149.84,151.15
209,2025/01/22 16:28:32.457,150.81,150.92,150.95,151.45,150.96,149.84,151.13
210,2025/01/22 16:28:34.226,150.80,150.92,150.95,151.44,150.97,149.85,151.16
211,2025/01/22 16:28:35.978,150.81,150.94,150.95,151.48,150.95,149.85,151.16
212,2025/01/22 16:28:37.746,150.84,150.94,150.97,151.49,150.96,149.85,151.15
213,2025/01/22 16:28:39.499,150.83,150.90,150.98,151.47,150.96,149.82,151.15
214,2025/01/22 16:28:41.252,150.81,150.93,150.95,151.45,150.98,149.82,151.17
215,2025/01/22 16:28:43.020,150.80,150.91,150.94,151.43,150.95,149.87,151.15
216,2025/01/22 16:28:44.773,150.83,150.88,150.96,151.45,150.91,149.86,151.18
217,2025/01/22 16:28:46.540,150.74,150.88,150.98,151.45,150.93,149.86,151.16
218,2025/01/22 16:28:48.293,150.74,150.87,150.94,151.45,150.94,149.82,151.14
219,2025/01/22 16:28:50.060,150.76,150.90,150.94,151.45,150.97,149.85,151.16
220,2025/01/22 16:28:51.812,150.77,150.87,150.96,151.46,150.98,149.79,151.12
221,2025/01/22 16:28:53.565,150.80,150.85,150.95,151.45,150.95,149.80,151.14
222,2025/01/22 16:28:55.333,150.81,150.85,150.95,151.45,150.96,149.82,151.13
223,2025/01/22 16:28:57.085,150.85,150.87,150.92,151.47,150.92,149.83,151.11
224,2025/01/22 16:28:58.853,150.82,150.91,150.97,151.44,150.93,149.83,151.16
225,2025/01/22 16:29:00.607,150.79,150.92,150.98,151.44,150.94,149.88,151.17
226,2025/01/22 16:29:02.359,150.76,150.93,150.95,151.39,150.92,149.90,151.18
227,2025/01/22 16:29:04.128,150.77,150.91,150.92,151.42,150.96,149.86,151.14
228,2025/01/22 16:29:05.897,150.77,150.90,150.95,151.46,150.95,149.87,151.12
229,2025/01/22 16:29:07.663,150.80,150.87,150.94,151.44,150.94,149.85,151.09
230,2025/01/22 16:29:09.417,150.80,150.89,150.97,151.44,150.90,149.85,151.12
231,2025/01/22 16:29:11.170,150.79,150.93,150.96,151.45,150.93,149.83,151.14
232,2025/01/22 16:29:12.937,150.79,150.93,150.97,151.46,150.96,149.84,151.18
233,2025/01/22 16:29:14.690,150.83,150.93,150.96,151.46,150.97,149.82,151.18
234,2025/01/22 16:29:16.458,150.79,150.90,150.97,151.48,150.95,149.85,151.19
235,2025/01/22 16:29:18.209,150.79,150.90,150.97,151.45,150.93,149.89,151.12
236,2025/01/22 16:29:19.977,150.84,150.85,150.97,151.43,150.93,149.87,151.11
237,2025/01/22 16:29:21.729,150.83,150.83,150.95,151.43,150.95,149.84,151.13
238,2025/01/22 16:29:23.482,150.81,150.89,150.96,151.42,150.92,149.82,151.15
239,2025/01/22 16:29:25.248,150.83,150.91,150.95,151.44,150.93,149.83,151.16
240,2025/01/22 16:29:27.003,150.81,150.89,150.96,151.44,150.99,149.82,151.19
241,2025/01/22 16:29:28.771,150.81,150.92,150.94,151.47,150.99,149.84,151.19
242,2025/01/22 16:29:30.523,150.80,150.92,150.93,151.47,151.00,149.83,151.16
243,2025/01/22 16:29:32.289,150.79,150.90,150.94,151.45,150.96,149.85,151.14
244,2025/01/22 16:29:34.041,150.76,150.93,150.94,151.46,150.94,149.85,151.11
245,2025/01/22 16:29:35.793,150.78,150.92,150.97,151.46,150.94,149.90,151.12
246,2025/01/22 16:29:37.560,150.80,150.89,150.96,151.48,150.92,149.87,151.13
247,2025/01/22 16:29:39.311,150.82,150.87,150.95,151.45,150.92,149.86,151.14
248,2025/01/22 16:29:41.077,150.83,150.92,150.94,151.46,150.92,149.87,151.17
249,2025/01/22 16:29:42.843,150.82,150.90,150.93,151.45,150.94,149.84,151.17
250,2025/01/22 16:29:44.595,150.77,150.92,150.93,151.46,150.95,149.84,151.17
251,2025/01/22 16:29:46.348,150.75,150.89,150.96,151.40,150.98,149.82,151.13
252,2025/01/22 16:29:48.115,150.74,150.87,150.95,151.42,150.98,149.83,151.11
253,2025/01/22 16:29:49.865,150.75,150.86,150.92,151.42,150.93,149.83,151.12
254,2025/01/22 16:29:51.632,150.76,150.88,150.90,151.45,150.92,149.85,151.17
255,2025/01/22 16:29:53.397,150.77,150.89,150.94,151.45,150.92,149.87,151.17
256,2025/01/22 16:29:55.149,150.78,150.93,150.95,151.43,150.91,149.87,151.15
257,2025/01/22 16:29:56.902,150.78,150.90,150.97,151.43,150.93,149.87,151.13
258,2025/01/22 16:29:58.668,150.80,150.89,150.95,151.45,150.95,149.86,151.14
259,2025/01/22 16:30:00.420,150.84,150.92,150.94,151.41,150.95,149.84,151.12
260,2025/01/22 16:30:02.189,150.84,150.88,150.96,151.41,150.97,149.86,151.16
261,2025/01/22 16:30:03.939,150.85,150.88,150.94,151.44,150.94,149.86,151.15
262,2025/01/22 16:30:05.706,150.83,150.88,150.95,151.45,150.94,149.86,151.13
263,2025/01/22 16:30:07.457,150.80,150.86,150.95,151.45,150.90,149.86,151.11
264,2025/01/22 16:30:09.213,150.78,150.88,150.93,151.42,150.92,149.83,151.14
265,2025/01/22 16:30:10.981,150.74,150.87,150.96,151.40,150.92,149.80,151.14
266,2025/01/22 16:30:12.734,150.76,150.86,150.95,151.42,150.95,149.82,151.12
267,2025/01/22 16:30:14.502,150.78,150.87,150.94,151.45,150.94,149.81,151.13
268,2025/01/22 16:30:16.255,150.76,150.89,150.94,151.48,150.93,149.79,151.13
269,2025/01/22 16:30:18.007,150.78,150.90,150.94,151.45,150.93,149.79,151.15
270,2025/01/22 16:30:19.776,150.80,150.90,150.92,151.45,150.93,149.82,151.14
271,2025/01/22 16:30:21.530,150.82,150.88,150.92,151.41,150.94,149.84,151.15
272,2025/01/22 16:30:23.298,150.78,150.90,150.91,151.45,150.94,149.86,151.18
273,2025/01/22 16:30:25.050,150.78,150.89,150.98,151.45,150.98,149.88,151.12
274,2025/01/22 16:30:26.816,150.74,150.88,150.98,151.47,150.98,149.88,151.10
275,2025/01/22 16:30:28.569,150.79,150.92,150.98,151.46,150.93,149.84,151.12
276,2025/01/22 16:30:30.323,150.77,150.95,150.97,151.44,150.93,149.85,151.14
277,2025/01/22 16:30:32.091,150.78,150.94,150.97,151.45,150.90,149.88,151.16
278,2025/01/22 16:30:33.844,150.78,150.93,150.93,151.41,150.94,149.86,151.14
279,2025/01/22 16:30:35.611,150.76,150.90,150.95,151.40,150.95,149.83,151.13
280,2025/01/22 16:30:37.365,150.81,150.91,150.96,151.42,150.95,149.83,151.10
281,2025/01/22 16:30:39.119,150.81,150.87,150.95,151.45,150.97,149.82,151.12
282,2025/01/22 16:30:40.887,150.81,150.88,150.94,151.44,150.94,149.81,151.11
283,2025/01/22 16:30:42.639,150.81,150.90,150.92,151.45,150.93,149.83,151.13
284,2025/01/22 16:30:44.392,150.83,150.89,150.90,151.46,150.96,149.82,151.16
285,2025/01/22 16:30:46.159,150.85,150.88,150.93,151.44,150.96,149.81,151.18
286,2025/01/22 16:30:47.912,150.88,150.91,150.94,151.46,150.91,149.83,151.21
287,2025/01/22 16:30:49.682,150.84,150.94,150.95,151.46,150.98,149.86,151.20
288,2025/01/22 16:30:51.432,150.82,150.88,150.94,151.50,151.02,149.89,151.16
289,2025/01/22 16:30:53.186,150.83,150.92,150.93,151.51,150.99,149.88,151.13
290,2025/01/22 16:30:54.953,150.84,150.91,150.95,151.46,150.99,149.88,151.12
291,2025/01/22 16:30:56.708,150.79,150.91,150.97,151.41,150.93,149.84,151.11
292,2025/01/22 16:30:58.477,150.75,150.89,150.95,151.38,150.93,149.85,151.12
293,2025/01/22 16:31:00.230,150.72,150.87,150.94,151.44,150.95,149.82,151.11
294,2025/01/22 16:31:01.982,150.75,150.86,150.92,151.44,150.89,149.80,151.10
295,2025/01/22 16:31:03.750,150.75,150.86,150.92,151.47,150.88,149.80,151.12
296,2025/01/22 16:31:05.503,150.76,150.86,150.91,151.40,150.86,149.83,151.14
297,2025/01/22 16:31:07.271,150.77,150.84,150.94,151.41,150.88,149.82,151.14
298,2025/01/22 16:31:09.022,150.79,150.86,150.92,151.40,150.87,149.81,151.14
299,2025/01/22 16:31:10.774,150.79,150.87,150.90,151.45,150.91,149.87,151.10
300,2025/01/22 16:31:12.542,150.79,150.90,150.89,151.44,150.95,149.85,151.10
301,2025/01/22 16:31:14.294,150.77,150.91,150.93,151.47,150.97,149.86,151.13
302,2025/01/22 16:31:16.063,150.76,150.92,150.94,151.50,150.97,149.84,151.18
303,2025/01/22 16:31:17.816,150.81,150.90,150.96,151.48,150.94,149.84,151.16
304,2025/01/22 16:31:19.570,150.78,150.91,150.96,151.42,150.95,149.85,151.15
305,2025/01/22 16:31:21.339,150.80,150.89,150.94,151.40,150.93,149.84,151.15
306,2025/01/22 16:31:23.092,150.80,150.89,150.94,151.45,150.92,149.85,151.16
307,2025/01/22 16:31:24.860,150.78,150.90,150.98,151.43,150.91,149.85,151.12
308,2025/01/22 16:31:26.612,150.80,150.89,150.94,151.45,150.93,149.87,151.15
